,key,item_type,pub_yr,author,title,pub_title,doi,url,study_included,model_code_available,reporting_guidelines_mention,covid,sim_software,foss_sim,model_archive,model_repo,model_journal_supp,model_journal_supp,model_personal_org,model_platform,available_on_req,excluded_reason
529,PZDFZ5GN,conferencePaper,2019,"Zhang, L.; Kill, C.; Jerrentrup, A.; Baer, F.; Amberg, B.; Nickel, S.",Improving quality of care in a multidisciplinary emergency department by the use of simulation optimization: Preliminary results,Proceedings - Winter Simulation Conference,10.1109/WSC.2018.8632437,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062591233&doi=10.1109%2fWSC.2018.8632437&partnerID=40&md5=dfb18683dfe96d3129a3732bb496c45a,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
530,IJWQD4GF,conferencePaper,2019,"Davoudkhani, M.; Hamid, M.; Tavakkoli-Moghaddam, R.; Bastan, M.; Nasiri, M.M.; Ganjavi, H.S.",A two-step stochastic optimization and simulation approach for scheduling operating rooms in an ophthalmology surgery department,Proceedings of the International Conference on Industrial Engineering and Operations Management,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085956588&partnerID=40&md5=8f45d8584feb0207324aaa40e1ffad3e,0,,,,,,,,,,,,,Full Text Not Available
531,6GXNCTW3,conferencePaper,2019,"Ciufudean, C.",Telemedicine data flow models,"Advances in Mass Data Analysis of Images and Signals with Applications in Medicine, r/g/b Biotechnology, Food Industries and Dietetics, Biometry and Security, Agriculture, Drug Discover, and System Biology Medicine, Biotechnology, Chemistry and Food Industry - 14th International Conference, MDA 2019, Proceedings",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074494413&partnerID=40&md5=8b8b32a880d0480dc9fe4a5b7e79b9cb,0,,,,,,,,,,,,,Full Text Not Available
532,MWH6DJDS,conferencePaper,2020,"Haseeb, A.",General Analysis and Simulation of Surgical Instrument Sterile Processing Unit Using Arena,"2020 International Conference on Computing and Information Technology, ICCIT 2020",10.1109/ICCIT-144147971.2020.9213726,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098456512&doi=10.1109%2fICCIT-144147971.2020.9213726&partnerID=40&md5=7eab1a6f0be68f1d075118db06fb0518,1,0.0,None,0.0,Arena,0,,,,,,,,
533,IY66VWJ3,journalArticle,2020,"Baril, C.; Gascon, V.; Miller, J.",Design of experiments and discrete-event simulation to study oncology nurse workload,IISE Transactions on Healthcare Systems Engineering,10.1080/24725579.2019.1680581,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076464499&doi=10.1080%2f24725579.2019.1680581&partnerID=40&md5=41359d61977852edcdacd493f2559c82,1,0.0,None,0.0,Arena,0,,,,,,,,
534,4GUNW5YU,conferencePaper,2020,"Prytz, E.; Grönbäck, A.-M.; Steins, K.; Goolsby, C.; Granberg, T.A.; Jonson, C.-O.",Evaluating the effect of bleeding control kit locations for a mass casualty incident using discrete event simulation,Proceedings of the International ISCRAM Conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120907185&partnerID=40&md5=6a24af24606092e875f68d44023ad87c,0,,,,,,,,,,,,,Full Text Not Available
535,KU9CSCXN,conferencePaper,2020,"Richard, K.; Wang, Y.; Tracey, K.; Sylvester, Y.; Khasawneh, M.T.",Understanding the impacts of nurse to patient assignments in a multidisciplinary infusion clinic using a simulation-based optimization model,Proceedings of the 2020 IISE Annual Conference,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105625868&partnerID=40&md5=5a01fd4259fd4c5bce4a6797776250af,0,,,,,,,,,,,,,Full Text Not Available
536,8JG8N4U8,journalArticle,2020,"Gulhane, K.",Enhancing queuing efficiency using discrete event simulation,International Journal of Logistics Systems and Management,10.1504/IJLSM.2020.108930,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089850119&doi=10.1504%2fIJLSM.2020.108930&partnerID=40&md5=7de4334352cb2129645458156907a936,0,,,,,,,,,,,,,
537,JNDJE8L5,conferencePaper,2020,"Sun, Y.; Li, X.; Xu, X.; Li, H.",Simulation-based evaluation of job release policies under release constraint,"Proceedings of the 2016 Industrial and Systems Engineering Research Conference, ISERC 2016",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084084992&partnerID=40&md5=e5d6ed9c2eb6f85c903d61fe14affd8e,0,,,,,,,,,,,,,Full Text Not Available
538,XLVNDZV3,conferencePaper,2020,"Ashour, O.; Aqlan, F.; Lynch, P.",Simulation for triage,"Proceedings of the 2016 Industrial and Systems Engineering Research Conference, ISERC 2016",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084054968&partnerID=40&md5=d10ba3438002563db7b4e61a5fbb8f0e,0,,,,,,,,,,,,,Full Text Not Available
539,A8LTLQCY,journalArticle,2021,"Soto-Ferrari, M.; Romero-Rodriguez, D.; Escorcia-Caballero, J.P.; Daza-Escorcia, J.-M.; Chams-Anturi, O.",A Discrete-Event Simulation Approach to Assess the Benefits of Parking Technologies in Hospitals,International Journal of Operations and Quantitative Management,10.46970/2021.27.2.4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123720449&doi=10.46970%2f2021.27.2.4&partnerID=40&md5=5bcfc4e7b57b7dc332cc8b5702212223,1,0.0,None,0.0,Arena,0,,,,,,,,
540,T4E8RCAC,conferencePaper,2021,"Angelopoulou, A.; Paul, S.",Discrete event simulation of a drive-through COVID-19 mass vaccination model: senior population prioritization strategies,"33rd European Modeling and Simulation Symposium, EMSS 2021",10.46354/i3m.2021.emss.036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143165735&doi=10.46354%2fi3m.2021.emss.036&partnerID=40&md5=2157e7af529fe33b5fd9c75a6dda5e39,1,0.0,None,0.0,Arena,0,,,,,,,,
541,XV64MGTA,conferencePaper,2021,"Suthihono, Y.A.; Kusumastuti, R.D.",A Simulation of Patient Queuing System on MRI System at Tertiary Referral Hospital in Indonesia,"ICMEM 2021 - 2021 6th International Conference on Management in Emerging Markets: Nurturing New Business Landscapes to Embrace the Next to Normal, Proceeding",10.1109/ICMEM53145.2021.9869416,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138417904&doi=10.1109%2fICMEM53145.2021.9869416&partnerID=40&md5=cadfa898cc106e295dc6493017d5b25c,1,0.0,None,0.0,Arena,0,,,,,,,,
542,PCR9IBLZ,conferencePaper,2021,"Wasilewski, P.; Damodaran, P.; Muthuswamy, S.; McKinney, C.; Lindley, B.; Iyer, R.",Staff planning to improve discharge process,IISE Annual Conference and Expo 2021,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121011022&partnerID=40&md5=7f4c34b46676e1a711c037d0bc1bd334,0,,,,,,,,,,,,,Full Text Not Available
543,K67XC5XC,journalArticle,2021,"Adeyemi, S.; Demir, E.; Yakutcan, U.; Adeoti, A.; Kengne, A.P.; Kayode, G.A.; Aliyu, A.; Idika, N.; Isichei, C.",SmartHIV Manager: A web-based computer simulation system for better management of HIV services,Journal of Public Health and Emergency,10.21037/jphe-20-133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110174146&doi=10.21037%2fjphe-20-133&partnerID=40&md5=bb52fa06b0e636234f598a38c0316edc,1,0.0,None,0.0,Simul8,0,,,,,,,Link to sharing document,
544,LGXNVIBT,journalArticle,2021,"Miranda, D.M.; Miranda, M.P.M.",Discrete-event simulation applied to a radiotherapy process: A case study of a cancer center,Brazilian Journal of Operations and Production Management,10.14488/BJOPM.2021.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106523130&doi=10.14488%2fBJOPM.2021.012&partnerID=40&md5=3e1f21b3cf24a014d0bcefea6ae3edeb,1,0.0,None,0.0,Arena,0,,,,,,,,
545,J3TESCUG,book,2021,"Mes, M.R.K.; Vliegen, I.M.H.; Doggen, C.J.M.",A Quantitative Analysis of Integrated Emergency Posts,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103593446&doi=10.1007%2f978-3-030-60212-3_11&partnerID=40&md5=2beab0c77b10bb07eb41ffed0b74ab8c,1,0.0,None,0.0,Plant Simulation,0,,,,,,,,
546,VL2F85YA,journalArticle,2022,"Li, L.; Mastrangelo, C.; Briller, N.; Tesfaldet, M.; Starobinets, O.; Stapleton, S.",Prioritizing magnetic resonance (MR) radiology functions for virtual operations: a feasibility study,Journal of Hospital Management and Health Policy,10.21037/jhmhp-21-92,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136517910&doi=10.21037%2fjhmhp-21-92&partnerID=40&md5=fe10df8741c8943e5de1a43ab6dd8579,1,0.0,SQUIRE,0.0,SimPy,1,,,,,,,"Data beyonh those reporteh in the manuscriptn
insofar as available to authorsn are confihential to
the health facilities anh inhivihual patientsn so the
authors are not authorizeh to share theseh",
547,TM2VTUTK,journalArticle,2022,"Leonenko, V.N.; Kaliberda, Y.E.; Muravyova, Y.V.; Artyukh, V.A.",A Decision Support Framework for Periprosthetic Joint Infection Treatment: A Cost-Effectiveness Analysis Using Two Modeling Approaches †,Journal of Personalized Medicine,10.3390/jpm12081216,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137390035&doi=10.3390%2fjpm12081216&partnerID=40&md5=cc6c9201808049857edcf3fb9ae869ac,1,0.0,None,0.0,Treeage Pro,0,,,,,,,,
548,8UV6VRH8,journalArticle,2022,"Heshmat, M.; Eltawil, A.B.; Abdelghany, M.",Operations planning in outpatient chemotherapy with hybrid simulation modelling,International Journal of Simulation and Process Modelling,10.1504/IJSPM.2022.10053303,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147793337&doi=10.1504%2fIJSPM.2022.10053303&partnerID=40&md5=422cb8b72b4fa51017d5280d3f900156,0,,,,,,,,,,,,,Full Text Not Available
549,ESSAWLU9,conferencePaper,2022,"Abourraja, M.N.; Marzano, L.; Raghothama, J.; Asl, A.B.; Darwich, A.S.; Meijer, S.; Lethvall, S.; Falk, N.",A Data-Driven Discrete Event Simulation Model to Improve Emergency Department Logistics,Proceedings - Winter Simulation Conference,10.1109/WSC57314.2022.10015465,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147456598&doi=10.1109%2fWSC57314.2022.10015465&partnerID=40&md5=dc21f95bc0be71e09b87e164341e1e97,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
550,HWG7DUWE,conferencePaper,2022,"Rifi, L.; Fontanili, F.; Martinez, C.; Di Mascolo, M.; Fortineau, V.",A Simulation-Based Approach for Assessing the Impact of Uncertainty on Patient Waiting Time in the Operating Room,Proceedings - Winter Simulation Conference,10.1109/WSC57314.2022.10015253,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147436986&doi=10.1109%2fWSC57314.2022.10015253&partnerID=40&md5=77fe2714c2a83c7b92f7fb9d062d4718,1,0.0,None,0.0,FlexSim,0,,,,,,,,
551,WVTIBGAF,conferencePaper,2022,"Boyle, L.; MacKay, M.",A Reusable Discrete Event Simulation Model for Improving Orthopedic Waiting Lists,Proceedings - Winter Simulation Conference,10.1109/WSC57314.2022.10015512,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147434734&doi=10.1109%2fWSC57314.2022.10015512&partnerID=40&md5=d9575c66038bb3c4028edda0c3e88422,1,0.0,STRESS,0.0,AnyLogic,0,,,,,,,,
552,QW9CJY67,conferencePaper,2022,"Rutherford, A.R.; Zimmerman, S.L.; Moeini, M.; Barket, R.; Ahkioon, S.; Griesdale, D.E.G.",Simulation Model of a Multi-Hospital Critical Care Network,Proceedings - Winter Simulation Conference,10.1109/WSC57314.2022.10015490,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147429628&doi=10.1109%2fWSC57314.2022.10015490&partnerID=40&md5=b70797956a6837921f0063eaf3849a6e,1,0.0,None,1.0,AnyLogic,0,,,,,,,,
553,J9HB3FEN,conferencePaper,2022,"Hajlasz, M.; Mielczarek, B.",Simulation Model for Planning Dental Caries Prevention at the Regional Level,Proceedings - Winter Simulation Conference,10.1109/WSC57314.2022.10015522,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147426726&doi=10.1109%2fWSC57314.2022.10015522&partnerID=40&md5=d0b7bd241d08400654d7964c2716c6f4,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
554,XCIUGMD7,conferencePaper,2022,"Abe-Nornes, F.; Agarwala, S.; Smith, N.; Zhang, R.; Cohn, A.; Thelen, A.; Reddy, R.; George, B.",Using Discrete-Event Simulation to Analyze the Impact of Variation on Surgical Training Programs,Proceedings - Winter Simulation Conference,10.1109/WSC57314.2022.10015342,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147422269&doi=10.1109%2fWSC57314.2022.10015342&partnerID=40&md5=6a2a078516667c2985af270949c65567,1,0.0,None,0.0,C++,1,,,,,,,,
555,4TZYSTFP,conferencePaper,2022,"Shahverdi, B.; Ghayoomi, H.; Miller-Hooks, E.; Tariverdi, M.; Kirsch, T.D.",Regional Maximum Hospital Capacity Estimation for COVID-19 Pandemic Patient Care in Surge Through Simulation,Proceedings - Winter Simulation Conference,10.1109/WSC57314.2022.10015328,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147420449&doi=10.1109%2fWSC57314.2022.10015328&partnerID=40&md5=fb87110dffd5feef4c75f3f0bfba0981,1,0.0,None,1.0,ExtendSim,0,,,,,,,,
556,KA2HH9WB,conferencePaper,2022,"Anagnostou, A.; Groen, D.; Taylor, S.J.E.; Suleimenova, D.; Abubakar, N.; Saha, A.; Mintram, K.; Ghorbani, M.; Daroge, H.; Islam, T.; Xue, Y.; Okine, E.; Anokye, N.",FACS-CHARM: A Hybrid Agent-Based and Discrete-Event Simulation Approach for Covid-19 Management at Regional Level,Proceedings - Winter Simulation Conference,10.1109/WSC57314.2022.10015462,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147415899&doi=10.1109%2fWSC57314.2022.10015462&partnerID=40&md5=ef14003365b959de5f35d9e1ebfaaaf3,1,1.0,STRESS,1.0,SimPy,1,,GitLab,,,,,,
557,3RGHB5UX,conferencePaper,2022,"Prabhu, V.G.; Taaffe, K.; Shehan, M.; Pirrallo, R.; Jackson, W.; Ramsay, M.; Hobbs, J.",How Does Imaging Impact Patient Flow in Emergency Departments?,Proceedings - Winter Simulation Conference,10.1109/WSC57314.2022.10015455,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147413450&doi=10.1109%2fWSC57314.2022.10015455&partnerID=40&md5=3d21d882bbad93fcceb083ea84e0ad85,1,0.0,None,0.0,Arena,0,,,,,,,,
558,TMLY96JF,conferencePaper,2022,"Improta, G.; Donisi, L.; Bossone, E.; Vallefuoco, E.; Ponsiglione, A.M.; Amato, F.",Discrete Event Simulation to Improve Clinical Consultations in a Rehabilitation Cardiology Unit,"2022 10th E-Health and Bioengineering Conference, EHB 2022",10.1109/EHB55594.2022.9991285,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146624196&doi=10.1109%2fEHB55594.2022.9991285&partnerID=40&md5=673a577868b4d2d4b9454717fe278c19,1,0.0,None,0.0,MATLAB,0,,,,,,,,
559,HFNK8JJV,conferencePaper,2022,"Upasany, A.V.; Singh, A.; Wadhwa, G.; Venkateswaran, J.; Vinod, G.",Simulation for Modeling and Analysis of Burn Center,IEEE International Conference on Industrial Engineering and Engineering Management,10.1109/IEEM55944.2022.9989967,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146347090&doi=10.1109%2fIEEM55944.2022.9989967&partnerID=40&md5=e4c3e82f759eb3534351afaaa82de07b,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
560,QE8JD4W4,conferencePaper,2022,"Ricciardi, C.; Cesarelli, G.; Ponsiglione, A.M.; Tommasi, G.D.; Cesarelli, M.; Romano, M.; Improta, G.; Amato, F.",Combining simulation and machine learning for the management of healthcare systems,"2022 IEEE International Workshop on Metrology for Extended Reality, Artificial Intelligence and Neural Engineering, MetroXRAINE 2022 - Proceedings",10.1109/MetroXRAINE54828.2022.9967526,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144619325&doi=10.1109%2fMetroXRAINE54828.2022.9967526&partnerID=40&md5=025def44374959bb461351a45321ea40,1,0.0,None,0.0,Arena,0,,,,,,,,
561,PM6H45D6,conferencePaper,2022,"Benhassine, M.; Van Utterbeeck, F.; De Rouck, R.; Debacker, M.; Hubloue, I.; Dhondt, E.",Continuous Victim Model for Use in Mass Casualty Incident Simulations,"20th International Industrial Simulation Conference, ISC 2022",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143430830&partnerID=40&md5=586f99be24cc991f9ae0289f6b86beb9,0,,,,,,,,,,,,,Full Text Not Available
562,ZYUJFY9N,conferencePaper,2022,"Dalalah, D.",The Expected Value of Perfect Information of COVID-19 Treatment Using Discrete Event Simulation,"34th European Modeling and Simulation Symposium, EMSS 2022",10.46354/i3m.2022.emss.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142903623&doi=10.46354%2fi3m.2022.emss.001&partnerID=40&md5=aa341dd1c2430645589782ce6741843e,1,0.0,None,1.0,Arena,0,,,,,,,,
563,2HI5LSJX,journalArticle,2022,"Sundar, A.; Rahmin, N.A.A.; Chen, C.Y.; Nazihah, M.A.",Simulated annealing approach for outpatient scheduling in a haemodialysis unit,Mathematical Modeling and Computing,10.23939/mmc2022.04.860,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140581629&doi=10.23939%2fmmc2022.04.860&partnerID=40&md5=ad8343737437430b50140a4eb214c23f,1,0.0,None,0.0,Python,1,,,,,,,,
564,QFBHLG5Q,journalArticle,2022,"Britt, J.; Li, X.; Azab, A.; Baki, M.F.",Stochastic goal programming and metaheuristics for the master surgical scheduling problem,International Journal of Operational Research,10.1504/IJOR.2022.121492,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127308558&doi=10.1504%2fIJOR.2022.121492&partnerID=40&md5=b560eadd0956346761b5edb2f6bc2929,0,,,,,,,,,,,,,Full Text Not Available
565,Q9CS8U3G,book,2022,"Elango, M.; Sivalingam, S.; Annamalai, A.; Karthikeyan, A.",Simulation Analysis for Minimizing Waiting Time of Patients in an Outpatient Department,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122569710&doi=10.1007%2f978-981-16-2794-1_45&partnerID=40&md5=e08b337f1f262ea730fc5295a913a930,1,0.0,None,0.0,Arena,0,,,,,,,,
566,6TYFU5FA,conferencePaper,2019,"Swan, B.; Ozaltin, O.; Hilburn, S.; Gignac, E.; McCammon, G.",Evaluating an Emergency Department Care Redesign: A Simulation Approach,Proceedings - Winter Simulation Conference,10.1109/WSC40007.2019.9004947,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081120564&doi=10.1109%2fWSC40007.2019.9004947&partnerID=40&md5=42fc237efb01b2390e11b0a7269485e6,1,0.0,None,0.0,Simio,0,,,,,,,,
567,HGVPFLSE,conferencePaper,2022,"Wartelle, A; Mourad-Chehade, F; Yalaoui, F; Laplanche, D; Sanchez, S",Forecasting saturation in the Emergency Department: a comparison of queuing data-driven approaches,Universite de Technologie de Troyes,10.1016/j.ifacol.2022.09.612,,0,,,,,,,,,,,,,Not DES
568,QEC9CDKM,journalArticle,2022,"Hantel, A; McManus, ML; Wadleigh, M; Cotugno, M; Abel, GA",Impact of Allocation on Survival During Intermittent Chemotherapy Shortages: A Modeling Analysis,JOURNAL OF THE NATIONAL COMPREHENSIVE CANCER NETWORK,10.6004/jnccn.2021.7047,,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
569,2IPXFL9A,conferencePaper,2022,"Hadid, M; Elomri, A; Jouini, O; Kerbache, L; Saleh, A; Hamad, A",Multi-Objective Simulation-Based Optimization for Effective Management of the Outpatient Chemotherapy Process,Qatar Foundation (QF),10.1016/j.ifacol.2022.09.632,,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
570,M2FTP6D3,journalArticle,2021,"Chen, MS; Wu, KC; Tsai, YL; Jiang, BC",Data analysis of ambient intelligence in a healthcare simulation system: a pilot study in high-end health screening process improvement,BMC HEALTH SERVICES RESEARCH,10.1186/s12913-021-06949-5,,1,0.0,None,0.0,Arena,0,,,,,,,,
571,AQYHW7ZV,journalArticle,2022,"van Hulzen, G; Martin, N; Depaire, B; Souverijns, G",Supporting capacity management decisions in healthcare using data-driven process simulation,JOURNAL OF BIOMEDICAL INFORMATICS,10.1016/j.jbi.2022.104060,,1,0.0,None,0.0,Arena,1,,,,,,,,
572,AJVSHKR6,journalArticle,2021,"Nguyen, LKN; Megiddo, I; Howick, S",Hybrid Simulation for Modeling Healthcare-associated Infections: Promising But Challenging,CLINICAL INFECTIOUS DISEASES,10.1093/cid/ciaa1276,,0,,,,,,,,,,,,,Not DES
573,BHAGF8ES,journalArticle,2022,"Al Halabi, AM; Habas, E; Ghazouani, H; Borham, AM; Swallmeh, E; Abou-Samra, AB",Scenarios to Improve the Patient Experience Time in a Tertiary Academic Hospital Using Simulation,CUREUS JOURNAL OF MEDICAL SCIENCE,10.7759/cureus.30751,,1,0.0,None,0.0,ProMod,0,,,,,,,,
574,KW4KR4MJ,journalArticle,2022,"Chen, PS; Chen, GYH; Liu, LW; Zheng, CP; Huang, WT",Using Simulation Optimization to Solve Patient Appointment Scheduling and Examination Room Assignment Problems for Patients Undergoing Ultrasound Examination,HEALTHCARE,10.3390/healthcare10010164,,1,0.0,None,0.0,Arena,0,,,,,,,,
575,KNTWQBC8,journalArticle,2020,"Zhou, A; Moldaver, D; Hollmann, S; Brown, S; Grima, D",VALIDATION AND CALIBRATION OF A DISCRETE EVENT SIMULATION TREATMENT SEQUENCING MODEL TO ESTIMATE LONG-TERM SURVIVAL OF PATIENTS WITH MULTIPLE MYELOMA,VALUE IN HEALTH,,,0,,,,,,,,,,,,,Full Text Not Available
576,GFPPRR4J,journalArticle,2022,"De Santis, A; Giovannelli, T; Lucidi, S; Messedaglia, M; Roma, M",A simulation-based optimization approach for the calibration of a discrete event simulation model of an emergency department,ANNALS OF OPERATIONS RESEARCH,10.1007/s10479-021-04382-9,,1,0.0,None,0.0,R Simmer,1,,,,,,,,
577,GPNEEZ9N,conferencePaper,2019,"Lee, LH; Ou, YY; Cheng, YT; Sun, YC; Wu, HM; Guo, WY",Using a Hybrid Simulation Model to Maximize Patient Throughput of Magnetic Resonance Imaging in a Medical Center,National Taipei University of Nursing & Health Science (NTUNHS),10.5220/0007932003090316,,0,,,,,,,,,,,,,Full Text Not Available
578,EWCWZTYL,journalArticle,2021,"Fan, XZ; Tang, JF; Yan, CJ; Guo, HN; Cao, ZF",Outpatient appointment scheduling problem considering patient selection behavior: data modeling and simulation optimization,JOURNAL OF COMBINATORIAL OPTIMIZATION,10.1007/s10878-019-00487-x,,1,0.0,None,0.0,Arena,0,,,,,,,,
579,GXF42PM8,conferencePaper,2022,"Mogollon, JD; Goepp, V; Avila, O; de Guio, R",Statistical and Requirement Analysis for an IDM Tool for Emergency Department Simulation,Universidad de los Andes (Colombia),10.5220/0011286300003266,,0,,,,,,,,,,,,,Full Text Not Available
580,3KCGVLID,conferencePaper,2019,"Sebestyenova, J; Kurdel, P",Ambulance Car Logistics using Shortest Path Achievement Tree in Plant Simulation,Slovak Academy of Sciences,10.5220/0008493402140220,,0,,,,,,,,,,,,,Full Text Not Available
581,RUGWTLBE,journalArticle,2022,"Zheng, HY; Wang, Q; Shen, JY; Kong, YY; Li, JS",Modeling and Analysis of Operating Room Workflow in a Tertiary A Hospital,IEEE ROBOTICS AND AUTOMATION LETTERS,10.1109/LRA.2022.3180040,,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
582,F97EEULY,journalArticle,2021,"Dosi, C; Iori, M; Kramer, A; Vignoli, M",Successful implementation of discrete event simulation: integrating design thinking and simulation approach in an emergency department,PRODUCTION PLANNING & CONTROL,10.1080/09537287.2021.1996651,,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
583,QLP6W8S8,journalArticle,2022,"Burns, P; Konda, S; Alvarado, M",Discrete-event simulation and scheduling for Mohs micrographic surgery,JOURNAL OF SIMULATION,10.1080/17477778.2020.1750315,,1,0.0,None,0.0,Arena,0,,,,,,,Arena model files available by email request to alvarado.m@ufl.edu,
584,WX472FBW,journalArticle,2020,"Nicholas, R; Dobay, P; Lacinova, K; Brennan, R; Ziehn, M; Lines, C; Adlard, N",ENTIMOS: A discrete event simulation model for maximizing efficiency of infusion suites in centres treating multiple sclerosis patients,MULTIPLE SCLEROSIS JOURNAL,,,1,0.0,None,0.0,Simul8,0,,,,,,,Models were developed using Simul8 proprietary software; extracts from the model codes were available to the reviewers upon request. The feasibility of making the model publicly available is currently being evaluated,
585,CI7HNU36,journalArticle,2020,"Wu, XD; Li, J; Khasawneh, MT",Rule-based task assignment and scheduling of medical examinations for heterogeneous MRI machines,JOURNAL OF SIMULATION,10.1080/17477778.2019.1623988,,1,0.0,None,0.0,Flexsim,0,,,,,,,,
586,MR2SD4C7,journalArticle,2019,"Luo, L; Li, JL; Xu, XR; Shen, W; Xiao, L",A Data-Driven Hybrid Three-Stage Framework for Hospital Bed Allocation: A Case Study in a Large Tertiary Hospital in China,COMPUTATIONAL AND MATHEMATICAL METHODS IN MEDICINE,10.1155/2019/7370231,,1,0.0,None,0.0,Simio,0,,,,,,,The data used to support the findings of this study are restricted by the West China Hospital in order to protect patient privacy. Data are available from West China Hospital for researchers who meet the criteria for access to confidential data.,
587,7NWK59DH,journalArticle,2022,"Werner, C",Simulation input modelling in the absence of historical data for decision support during crises: Experience with assessing demand uncertainties for simulating walk-through testing in the early waves of COVID-19,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,10.1080/01605682.2022.2053307,,1,0.0,None,1.0,Simul8,0,,,,,,,,
588,KZ6RQ4Q5,journalArticle,2022,"Zhang, T; Lu, YR; Guan, YP; Zhong, X; Hogan, T",Data-Driven Modeling and Analysis for COVID-19 Pandemic Hospital Beds Planning,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,10.1109/TASE.2022.3224171,,1,0.0,None,1.0,Arena,0,,,,,,,,
589,EHC6TMYE,conferencePaper,2020,"Feng, HL; Li, ZT; Alvarado, MM; Colon-Morales, CM; IEEE",A SIMULATION STUDY OF OUTPATIENT SURGERY CLINIC WITH STOCHASTIC PATIENT RE-ENTRANCE,Winter Simulation Conference 2020,10.1109/WSC48552.2020.9384110,,1,0.0,None,0.0,Unknown,0,,,,,,,,
590,WT38YTR6,journalArticle,2022,"Min, S; Kwon, SH; Nam, JH",COST-EFFECTIVENESS OF ADHERENCE IN NEWLY TREATED TUBERCULOSIS PATIENTS USING DISCRETE EVENT SIMULATION,VALUE IN HEALTH,,,0,,,,,,,,,,,,,Full Text Not Available
591,LHMUWAZ8,journalArticle,2020,"Bilodeau, BL; Stanford, DA; Goldszmidt, M; Appleton, A",Simulated co-location of patients admitted to an inpatient internal medicine teaching unit: potential impacts on efficiency and physician-nurse collaboration,INFOR,10.1080/03155986.2019.1624475,,1,0.0,None,0.0,Python,1,,,,,,,,
592,WHASZXLS,journalArticle,2019,"Zouri, M; Cumpat, C; Zouri, N; Leon, MM; Mastaleru, A; Ferworn, A",Decision Support for Resource Optimization Using Discrete Event Simulation in Rehabilitation Hospitals,REVISTA DE CERCETARE SI INTERVENTIE SOCIALA,10.33788/rcis.65.6,,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
593,7CNVVP3G,journalArticle,2022,"Jerbi, A; Masmoudi, F",Simulation modeling assessment and improvement of a COVID-19 mass vaccination center operations,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,10.1177/00375497221135214,,1,0.0,None,1.0,Arena,0,,,,,,,,
594,QNPPLPAF,journalArticle,2022,"Lebcir, R; Yakutcan, U; Demir, E",A decision support tool with health economic modelling for better management of DVT patients,HEALTH ECONOMICS REVIEW,10.1186/s13561-022-00412-9,,1,0.0,None,0.0,Simul8,0,,,,,,,,
